name,affiliation
Lei Wang 0134,Dalian University of Technology
Lei Yi,Shandong University
Lei Zhang 0042,University of Minnesota
Lei-Lei Shi,Jiangsu University
Leman Akoglu,Stony Brook University
Leonardo Maccari,University of Trento
Leonie J. Pearson,University of Melbourne
Lewis Mitchell,Flinders University
Leyla Zhuhadar,University of Louisville
Li Chen 0009,Hong Kong Baptist University
Li Da Xu,Old Dominion University
Li Li 0013,Tsinghua University
Li Lu 0001,UESTC
Li Xu 0002,Fujian Normal University
Li Yu 0003,Huazhong University of Science and Technology
Li-Chun Wang 0001,National Chiao Tung University
Li-Ting Wang,National Taiwan Normal University
Liang Chang 0003,Guilin University of Electronic Technology
Liang Wu 0006,Arizona State University
Lianggui Liu,Zhejiang Sci-Tech University
Liangtian Wan,Dalian University of Technology
Liangyin Chen,Sichuan University
Liangyun Liu,Chongqing University
Lianyong Qi,Qufu Normal University
Lichen Cheng,Beijing Jiaotong University
Lichen Zhang 0001,Shaanxi Normal University
Lida Xu,Old Dominion University
Lidan Fan,University of Texas at Tyler
Lidong Bing,Alibaba Group
Liesbeth A. G. Mercken,Maastricht University
Liesbeth Mercken,Care and Public Health Research Institute (CAPHRI)
Lifang Li,South China University of Technology
Lifei Lu,Shanghai Jiao Tong University
Lihong Chen,Zhejiang University
Lijia Ma,Xidian University
Lijun Song,Vanderbilt University
Lin Chen 0012,Queensland University of Technology
Lin Tao,Peking University
Lindsay E. Young,University of Chicago
Lindsey Trimble O'Connor,California State University Channel Islands
Ling Heng Henry Wong,University of Melbourne
Ling Tian,UESTC
Ling Yin,Chinese Academy of Sciences
Lingfei Wu,Arizona State University
Lingmei Ren,Shandong University
Lingmin Wang,Zhejiang Sci-Tech University
Lingxi Li,Indiana University
Linqiang Pan,Huazhong University of Science and Technology
Lintao Yang,Central China Normal University
Linton C. Freeman,University of California - Irvine
Linyao Yang,Chinese Academy of Sciences
Linyu Tang,Changsha University of Science and Technology
Lionel P. Robert,University of Michigan
Lipo Wang,Nanyang Technological University
Lisa K. Elon,Emory University
Lisa Posch,Graz University of Technology
Lisa Singh,Georgetown University
Lise Getoor,University of Maryland - College Park
Lise Mounier,CNRS
Lisha Yu,City University of Hong Kong
Livio Bioglio,University of Turin
Liwei Ouyang,Qingdao Academy of Intelligent Industries
Lixing Wang,Northeastern University
Lixing Yu,Case Western Reserve University
Liyuan Liu,Shandong University
Lluís Coromina,University of Girona
Lo-Yao Yeh,National Chi Nan University
Loitongbam Gyanendro Singh,IIT Guwahati
Long Doan,Indiana University
Longjiang Guo,Shaanxi Normal University
Longxiang Gao,Deakin University
Loris Belcastro,University of Calabria
Lotte Vermeij,The Netherlands Institute for Social Research
Louise Ryan,University of Sheffield
Love Bohman,Stockholm University
Lu Fan,The Hong Kong Polytechnic University
Lu Hong,Loyola University Chicago
Lu Liu 0001,University of Leicester
Luca Giommoni,Cardiff University
Luca Pappalardo,University of Pisa
Luca Rossi 0003,IT University Copenhagen
Lucas Bastos,UFMG
Lucas G. Drouhot,Cornell University
Lucas Santos de Oliveira,Federal University of Minas Gerais
Lucia Falzon,CSIRO
Luciano Antonio Digiampietri,University of São Paulo
Lucy Fortson,University of Minnesota
Luis Enrique Zárate,Catholic University
Luis Felipe Giraldo,University of Los Andes
Luisa Gargano,University of Salerno
Luisa Massari,University of Pavia
Lukas Norbutas,Utrecht University
Luke Sloan,Cardiff University
Lunfei Wang,Hefei University of Technology
Luole Qi,Hong Kong Baptist University
Lutao Zheng,Tongji University
László Lorincz,Corvinus University of Budapest
Lênin Ferreira Barbosa,University of São Paulo
M. E. J. Newman,University of Michigan
M. Jamal Deen,McMaster University
M. Sridevi,National Institute of Technology
Maarten Marx,University of Amsterdam
Maarten van Zalk,University Osnabrück
Mackenzie Hart,Simon Fraser University
Madhav V. Marathe,University of Virginia
Madhavan R. Padmanabhan,Iowa State University
Madhuri Siddula,Georgia State University
Madichetty Sreenivasulu,National Institute of Technology
Madjid Khalilian,Islamic Azad University
Magdalena Wischnewski,University of Duisburg-Essen
Mahadevan Vasudevan,University of Central Florida
Mahdi Jalili,Massachusetts Institute of Technology
Mahdi Vasighi,Institute for Advanced Studies in Basic Sciences
Mahendra Piraveenan,University of Sydney
Mahmoudreza Babaei,Sharif University of Technology
Mahnaz Roshanaei,University of Colorado
Mahreen Nasir Butt,University of Windsor
Mahsa Seifikar,K. N. Toosi University of Technology
Mahyar Sharif Vaghefi,University of Wisconsin-Milwaukee
Maitry Bhavsar,IIT Patna
Majed A. AlRubaian,King Saud University
Majed Al Zayer,University of Nevada
Majid Fouladian,Islamic Azad University
Majid Mohammadi 0001,TU Delft
Makoto Kakinaka,Hiroshima University
Malay Bhattacharyya 0001,Indian Statistical Institute
Malhar Anjaria,National Institute of Technology
Malik Magdon-Ismail,Rensselaer Polytechnic Institute
Man Lin,St. Francis Xavier University
Manh Cuong Pham,RWTH Aachen
Manish Bhanu,IIT Patna
Manish Gupta 0001,Microsoft
Manish Purohit,University of Maryland - College Park
Manmeet Dhaliwal,University of Calgary
Manoel Miranda,UFMG
Mansoureh Takaffoli,University of Alberta
Manuel Fischer,University of Bern
Manuel Sorge,TU Berlin
Mao Nishiguchi,University of Tokyo
Maoguo Gong,Xidian University
Maozhen Li,Tongji University
Marakkalage Sumudu Hasala,Singapore University of Technology and Design
Maram Kurdi,Taif University
Marc A. C. Sarazin,University of Oxford
Marc G. Berman,University of Chicago
Marc Lemercier,CNRS
Marc Plantevit,CNRS
Marc Punkay,University of Chicago
Marcel A. L. M. van Assen,Tilburg University
Marcelo Dias de Amorim,CNRS
Marcelo Ribeiro-Alves,National Institute of Infectious Diseases Evandro Chagas
Marcelo S. Amaral,State University of Southwestern of Bahia
Marcin Grzegorzek,University of Economics in Katowice
Marco Cinnirella,Royal Holloway University of London
Marco Conti,Institute of Informatics and Telematics of CNR
Marco Gonzalez,Harvard University
Marco T. Bastos,University of London
Marco Viviani,University of Milan
Marcos G. Quiles,University of Sao Paulo
Marcos Wander Rodrigues,Catholic University
Margaret Hellard,Burnet Institute
Margaret K. Chojnacki,Barry University
Margaret Kerr,University of Örebro
Margarita Vitoropoulou,University of Athens
Marge M. Benham-Hutchins,Texas A&M University
Maria Carla Calzarossa,University of Pavia
Maria G. Koziri,University of thessaly
Maria Glenski,Pacific Northwest National Laboratory
Maria Grazia Vigliotti,Imperial College London
Maria Liakata,University of Warwick
Maria Luisa Sapino,University of Torino
Maria Prosperina Vitale,University of Salerno
Maria Rosaria D'Esposito,University of Salerno
Mariarosaria Lombardi,University of Foggia
Marie Joan Kristine Gloria,The Aspen Institute
Marie Ouellet,University of Montreal
Marie-Odile Lebeaux,CNRS
Marie-Thérèse Jourda,CNRS
Marieke Vlaemynck,University of Gent
Marieke Wissink,Maastricht University
Mariela Szwarcberg,University of Chicago
Marije Wouters,University of Amsterdam
Marijtje A. J. Van Duijn,Interuniversity Center for Social Science theory and Methodology
Marika Cifor,University of Washington
Marina Hennig,Humboldt University of Berlin
Mario Diani,Universitat Pompeu Fabra
Mario G. C. A. Cimino,University of Pisa
Mario Luis Small,Harvard University
Marisa Vasconcelos,IBM
Marjolein I. Broese van Groenou,Vrije University Amsterdam
Mark Alan Junho Song,Catholic University
Mark Caudell,Washington State University
Mark E. Feinberg,Pennsylvania State University
Mark E. J. Newman,Santa Fe Institute
Mark Frederickson,University of Illinois at Urbana-Champaign
Mark H. Chignell,University of Toronto
Mark Handcock,University of Washington
Mark Hasegawa-Johnson,University of Illinois at Urbana-Champaign
Mark House,University of Florida
Mark Huisman,University of Groningen
Mark Kibanov,University of Kassel
Mark Levene,University of London
Mark Lubell,University of California - Davis
Mark M. Fredrickson,University of Michigan
Mark Patrick Roeling,University of Oxford
Mark Rouncefield,Lancaster University
Mark S. Handcock,University of Washington
Mark S. Mizruchi,University of Michigan
Mark Sanderson,Massachusetts Institute of Technology
Mark Tranmer,University of Glasgow
Mark Wittek,Institute of Sociology
Mark Woodward,Arizona State University
Mark Zachry,University of Washington
Markus Gamper,University of Cologne
Markus Strohmaier,RWTH Aachen
Marlène Sapin,University of Lausanne
Marshall Scott Poole,University of Illinois at Urbana-Champaign
Marthie Grobler,CSIRO
Martijn J. Burger,Erasmus University Rotterdam
Martin Abraham,University of Erlangen-Nuremberg
Martin Atzmueller,University of Kassel
Martin Atzmüller,University of Kassel
Martin Bouchard 0002,Simon Fraser University
Martin Cadeiras,University of California - Los Angeles
Martin G. Everett,University of Manchester
Martin Gueuning,Catholic University
Martin Hilbert,University of California - Davis
Martin Hällsten,Stockholm University
Martin Innes,Cardiff University
Martin Kilduff,Pennsylvania State University
Martin Mader,University of Konstanz
Martin Ruef,University of North Carolina
Martin Van Der Gaag,Free University
Martin Watts,University of Newcastle
Martina Morris,University of Washington
Mary K. Feeney,Arizona State University
Mary Selden,University of Georgia
Maryam Heidarypanah,Islamic Azad University
Marzieh Soltanolkottabi,Kansas State University
Marçal Mora Cantallops,University of Alcalá
María Guadalupe Ramírez López,Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security
María Guadalupe Ramírez Ortiz,Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security
Masaaki Terai,RIKEN Advanced Institute for Computational Science
Masahiro Iwahashi,Nagaoka University of Technology
Masaki Tomochi,Chuo University
Masarah Paquet-Clouston,University of Montreal
Masataka Nakamura,University of Tokyo
Mason A. Porter,University of California - Los Angeles
Masoud Asadpour,University of Tehran
Massimo Franceschet,University of Udine
Matheus Araújo,UFMG
Mathew D. McCubbins,University of Southern California
Mathew Parackal,University of Otago
Mathias Weller,TU Berlin
Mathias-Felipe de-Lima-Santos,University of Navarra
Mathieu O'Neil,Australian National University
Mathieu d'Aquin,National University of Ireland
Mathijs Kros,Utrecht University
Mathijs de Vaan,University of California - Berkeley
Matloob Khushi,University of Sydney
Matteo Francia,University of Bologna
Matteo Golfarelli,University of Bologna
Matteo Magnani,Uppsala University
Matthew Baucum,University of Southern California
Matthew C. Mahutga,University of California - Riverside
Matthew Dabkowski,University of Arizona
Matthew E. Brashears,University of South Carolina
Matthew Hamilton,Ohio State University
Matthew J. Denny,Pennsylvania State University
Matthew J. Robbins,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base
Matthew J. Salganik,Princeton University
Matthew J. Silk,University of Exeter
Matthew Johnson 0002,Durham University
Matthew L. Williams,Cardiff University
Matthew S. Gerber,University of Virginia
Matthew Smith 0009,University of Greenwich
Matthew T. Pietryka,University of California - Davis
Matthias Heymann,York University
Matthias Hirth,University of Würzburg
Matthias Jarke,RWTH Aachen
Matthias Kowald,ETH Zurich
Matthieu Latapy,CNRS
Matthijs Kalmijn,Tilburg University
Maunendra Sankar Desarkar,IIT Hyderabad
Maurice Koster,University of Amsterdam
Maurits de Klepper,VU Amsterdam
Maurizio Prosperi,University of Foggia
Mauro Coletto,Ca' Foscari University of Venice
Mauro Gatti,Sapienza University of Rome
Max E. Coleman,Indiana University
Maxime Reeves-Latour,University of Montreal
Maximilian Vierlboeck,Stevens Institute of Technology
Maximilian Vogel,Karlsruhe Institute of Technology
Mayank Aggarwal,Indian Institute of Management
Mayank Singh 0001,IIT Gandhinagar
Mayukh Dass,Texas Tech University
Mazen El-Masri,Qatar University
Md Abdul Alim,University of Florida
Md Arquam,National Institute of Technology
Md Omar Faruk Rokon,University of California - Riverside
Md. Abu Naser,Islamic University of Technology (IUT)
Md. Abul Bashar,Queensland University of Technology
Md. Imrul Kayes,University of South Florida
Md. Mostofa Ali Patwary,Western University
Md. Nafiz Hamid,Islamic University of Technology (IUT)
Md. Rafiqul Islam 0006,University of Technology Sydney
Meera Narasimhan,University of South Carolina
Meera Vengadasubbu,Stanford University
Meeyoung Cha,KAIST
Megan Coffee,York University
Mehdi Farrokhbakht Foumani,Islamic Azad University
Mehdi Kaytoue,CNRS
Mehmet Hadi Gunes,University of Nevada
Mehmet Koyutürk,Case Western Reserve University
Mehrdad Farajtabar,Georgia Institute of Technology
Mehrnoosh Mirtaheri,University of Southern California
Mehwish Nasim,University of Konstanz
Mei-Chu Lin,Sun Yat-Sen University
Meikang Qiu,Shenzhen University
Meiqin Liu,Zhejiang University
Meizi Li,Shanghai Normal University
Melissa A. Clark,University of Massachusetts
Meng Xi,Zhejiang University
MengChu Zhou,Macau University of Science and Technology
Mengbin Ye,Curtin University
Mengchu Zhou,King Abdulaziz University
Menglin Li,Northeast Normal University
Mengmeng Zhu,North Carolina State University
Mengxiao Zhu,Rutgers University
Mengzhen Kang,Qingdao Academy of Intelligent Industries
Meredith Rolfe,London School of Economics and Political Science
Meredith W. Francis,Case Western Reserve University
Meysam Ghaffari,Florida State University
Mi Wen,Shanghai University
Mianxiong Dong,Muroran Institute of Technology
Miao Fu,Hunan University
Miao Zhao,The Hong Kong Polytechnic University
Micha Mandel,The Hebrew University
Michael Bourgeois,University of California - Santa Barbara
Michael Brutz,University of Colorado
Michael Brzezinski,Purdue University
Michael Busch,University of California - Santa Barbara
Michael Caldara,University of California - Irvine
Michael D. Siciliano,University of Illinois at Chicago
